participantId,format,quiz_key,correct_answer,user_final_answer,correct,num_wrong_attempts,all_wrong_attempts_list,all_wrong_attempts_frequency,wrong_choice_distribution,wrong_choice_count
66cdfebcb908ea2717d06b6c,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,1,[['B']],{'B': 1},{'B': 1},1
66cdfebcb908ea2717d06b6c,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'D', 'B', 'C']",1,1,"[['A', 'D']]","{'A': 1, 'D': 1}",{},0
67f0c5d37f91ceae5cb3b318,jsonc,tutorial-jsonc-part1,['B'],['B'],1,3,"[['A', 'B', 'C', 'D'], ['C'], ['A']]","{'A': 2, 'B': 1, 'C': 2, 'D': 1}","{'A': 2, 'C': 2, 'D': 1}",5
67f0c5d37f91ceae5cb3b318,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['D', 'A']",0,5,"[['B'], ['A'], ['A'], ['C'], ['D']]","{'B': 1, 'A': 2, 'C': 1, 'D': 1}",{},0
56cb8858edf8da000b6df354,hjson,tutorial-hjson-part1,"['A', 'C']","['C', 'A']",1,0,[],{},{},0
56cb8858edf8da000b6df354,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['D', 'C', 'A', 'B']",1,0,[],{},{},0
67aee0dfad3492b61a9ba0eb,jsonc,tutorial-jsonc-part1,['B'],['B'],1,2,"[['B', 'D', 'A'], ['D']]","{'B': 1, 'D': 2, 'A': 1}","{'D': 2, 'A': 1}",3
67aee0dfad3492b61a9ba0eb,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['A', 'C', 'B', 'D']",1,1,"[['A', 'C']]","{'A': 1, 'C': 1}",{},0
667971a555af1f83d3f29ae7,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,0,[],{},{},0
667971a555af1f83d3f29ae7,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'B', 'C', 'D']",1,0,[],{},{},0
5c6414540821d30001046198,hjson,tutorial-hjson-part1,"['A', 'C']","['C', 'A']",1,1,[['C']],{'C': 1},{},0
5c6414540821d30001046198,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'D', 'C', 'B']",1,1,"[['A', 'D']]","{'A': 1, 'D': 1}",{},0
6788c1c724c24dc56b08790a,json5,tutorial-json5-part1,['D'],['D'],1,3,"[['A'], ['A', 'B', 'C', 'D'], ['C']]","{'A': 2, 'B': 1, 'C': 2, 'D': 1}","{'A': 2, 'B': 1, 'C': 2}",5
6788c1c724c24dc56b08790a,json5,tutorial-json5-part2,"['A', 'B', 'C', 'D']","['D', 'C', 'B', 'A']",1,2,"[['A'], ['C']]","{'A': 1, 'C': 1}",{},0
67adb520391eb17f214a50b4,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['B', 'C', 'D']",1,0,[],{},{},0
67adb520391eb17f214a50b4,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['C', 'D', 'B']",1,1,"[['C', 'D']]","{'C': 1, 'D': 1}",{},0
67d95269b47464c18da766ca,xml,tutorial-xml-part1,"['A', 'B']","['D', 'A', 'B']",0,5,"[['A', 'B', 'D'], ['A', 'D'], ['D', 'B'], ['D', 'A'], ['D', 'A', 'B']]","{'A': 4, 'B': 3, 'D': 5}",{'D': 5},5
67d95269b47464c18da766ca,xml,tutorial-xml-part2,"['B', 'D']","['D', 'B']",1,4,"[['C', 'D'], ['D', 'A'], ['D', 'A'], ['D', 'A', 'C']]","{'C': 2, 'D': 4, 'A': 3}","{'C': 2, 'A': 3}",5
64275e53f51a5ed4f6b7d019,toml,tutorial-toml-part1,"['B', 'D']","['D', 'B']",1,1,"[['C', 'B', 'D']]","{'C': 1, 'B': 1, 'D': 1}",{'C': 1},1
64275e53f51a5ed4f6b7d019,toml,tutorial-toml-part2,"['A', 'B', 'D']","['A', 'B', 'D']",1,0,[],{},{},0
6734346ca8e90c2da6fb4509,jsonc,tutorial-jsonc-part1,['B'],['B'],1,3,"[['A', 'B', 'C', 'D'], ['A', 'B', 'C'], ['A', 'B']]","{'A': 3, 'B': 3, 'C': 2, 'D': 1}","{'A': 3, 'C': 2, 'D': 1}",6
6734346ca8e90c2da6fb4509,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['A', 'C', 'D', 'B']",1,1,"[['A', 'C']]","{'A': 1, 'C': 1}",{},0
66049694dfb8828a8f3dce70,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['B', 'C', 'D']",1,1,"[['B', 'C', 'D', 'A']]","{'B': 1, 'C': 1, 'D': 1, 'A': 1}",{'A': 1},1
66049694dfb8828a8f3dce70,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'C', 'D']",1,0,[],{},{},0
67ab214c2cde1be7c45535ac,jsonc,tutorial-jsonc-part1,['B'],['B'],1,0,[],{},{},0
67ab214c2cde1be7c45535ac,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['A', 'C', 'B', 'D']",1,1,"[['A', 'C']]","{'A': 1, 'C': 1}",{},0
607728dc0b4f8590b94ae57c,jsonc,tutorial-jsonc-part1,['B'],['B'],1,2,"[['A', 'B', 'D'], ['A', 'B']]","{'A': 2, 'B': 2, 'D': 1}","{'A': 2, 'D': 1}",3
607728dc0b4f8590b94ae57c,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['D', 'A', 'C', 'B']",1,2,"[['D', 'A'], ['D', 'A', 'C']]","{'D': 2, 'A': 2, 'C': 1}",{},0
667c18ace97ab6869cb1c50e,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,2,"[['A', 'C', 'D'], ['A', 'C', 'D']]","{'A': 2, 'C': 2, 'D': 2}",{'D': 2},2
667c18ace97ab6869cb1c50e,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['D', 'C', 'B', 'A']",1,0,[],{},{},0
667ac09492ea0caadf488520,json,tutorial-json-part1,['B'],"['C', 'A']",0,5,"[['D', 'C', 'A', 'B'], ['D', 'C'], ['A'], ['A'], ['C', 'A']]","{'D': 2, 'C': 3, 'A': 4, 'B': 1}","{'D': 2, 'C': 3, 'A': 4}",9
667ac09492ea0caadf488520,json,tutorial-json-part2,['D'],"['D', 'A']",0,5,"[['A', 'B', 'D'], ['B', 'D'], ['B', 'A'], ['B', 'C'], ['D', 'A']]","{'A': 3, 'B': 4, 'D': 3, 'C': 1}","{'A': 3, 'B': 4, 'C': 1}",8
6740ae39809389d7da9de209,xml,tutorial-xml-part1,"['A', 'B']","['A', 'B']",1,1,"[['A', 'B', 'D']]","{'A': 1, 'B': 1, 'D': 1}",{'D': 1},1
6740ae39809389d7da9de209,xml,tutorial-xml-part2,"['B', 'D']","['A', 'D']",0,5,"[['B', 'A', 'D'], ['A', 'D'], ['A', 'B'], ['A', 'B'], ['A', 'D']]","{'B': 3, 'A': 5, 'D': 3}",{'A': 5},5
67c246023b44ca64d40ae45a,json5,tutorial-json5-part1,['D'],['D'],1,4,"[['A', 'B', 'C', 'D'], ['A'], ['A'], ['B']]","{'A': 3, 'B': 2, 'C': 1, 'D': 1}","{'A': 3, 'B': 2, 'C': 1}",6
67c246023b44ca64d40ae45a,json5,tutorial-json5-part2,"['A', 'B', 'C', 'D']",['B'],0,5,"[['C'], ['A'], ['D'], ['D'], ['B']]","{'C': 1, 'A': 1, 'D': 2, 'B': 1}",{},0
67debe02a893eea51e8d02f2,json,tutorial-json-part1,['B'],['B'],1,4,"[['A', 'C'], ['B', 'D'], ['B', 'D'], ['D']]","{'A': 1, 'C': 1, 'B': 2, 'D': 3}","{'A': 1, 'C': 1, 'D': 3}",5
67debe02a893eea51e8d02f2,json,tutorial-json-part2,['D'],['D'],1,1,"[['D', 'C']]","{'D': 1, 'C': 1}",{'C': 1},1
673d0377254c407e5da57f97,toml,tutorial-toml-part1,"['B', 'D']","['D', 'B']",1,0,[],{},{},0
673d0377254c407e5da57f97,toml,tutorial-toml-part2,"['A', 'B', 'D']","['A', 'B', 'D']",1,0,[],{},{},0
62fd14d7b1e0729dc8aadb79,xml,tutorial-xml-part1,"['A', 'B']","['A', 'B']",1,1,"[['A', 'B', 'D']]","{'A': 1, 'B': 1, 'D': 1}",{'D': 1},1
62fd14d7b1e0729dc8aadb79,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,0,[],{},{},0
5dafea4de40355001651fa2f,jsonc,tutorial-jsonc-part1,['B'],['B'],1,3,"[['A', 'D'], ['D'], ['A']]","{'A': 2, 'D': 2}","{'A': 2, 'D': 2}",4
5dafea4de40355001651fa2f,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']",['B'],0,5,"[['A'], ['D'], ['D'], ['C'], ['B']]","{'A': 1, 'D': 2, 'C': 1, 'B': 1}",{},0
6787e4bd2bf9557a90208f03,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['A', 'C']",0,5,"[['A', 'C', 'B', 'D'], ['A', 'C', 'B', 'D'], ['A', 'C', 'B', 'D'], ['A', 'C', 'D'], ['A', 'C']]","{'A': 5, 'C': 5, 'B': 3, 'D': 4}",{'A': 5},5
6787e4bd2bf9557a90208f03,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'C', 'D']",1,0,[],{},{},0
5e8a5a892f6f027054a83d88,toml,tutorial-toml-part1,"['B', 'D']","['D', 'B']",1,2,"[['C', 'B', 'D'], ['C', 'D']]","{'C': 2, 'B': 1, 'D': 2}",{'C': 2},2
5e8a5a892f6f027054a83d88,toml,tutorial-toml-part2,"['A', 'B', 'D']","['B', 'A', 'D']",1,1,"[['B', 'A']]","{'B': 1, 'A': 1}",{},0
67e4920c40c9561040ca01d0,xml,tutorial-xml-part1,"['A', 'B']","['A', 'B']",1,4,"[['A', 'B', 'C'], ['B', 'C'], ['C', 'A'], ['C', 'A']]","{'A': 3, 'B': 2, 'C': 4}",{'C': 4},4
67e4920c40c9561040ca01d0,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,3,"[['B'], ['B', 'A'], ['B', 'A']]","{'B': 3, 'A': 2}",{'A': 2},2
615200d54efc832849db2259,json,tutorial-json-part1,['B'],['B'],1,4,"[['A', 'B', 'C'], ['A', 'B'], ['A', 'B'], ['A']]","{'A': 4, 'B': 3, 'C': 1}","{'A': 4, 'C': 1}",5
615200d54efc832849db2259,json,tutorial-json-part2,['D'],['D'],1,1,[['A']],{'A': 1},{'A': 1},1
67f184a3b82990251abd1592,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['D', 'B', 'C']",1,0,[],{},{},0
67f184a3b82990251abd1592,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['C', 'D', 'B']",1,1,"[['C', 'D']]","{'C': 1, 'D': 1}",{},0
67bf88cc763aae600b429a3e,toml,tutorial-toml-part1,"['B', 'D']","['D', 'A']",0,5,"[['C', 'D'], ['C', 'B'], ['C'], ['D'], ['D', 'A']]","{'C': 3, 'D': 3, 'B': 1, 'A': 1}","{'C': 3, 'A': 1}",4
67bf88cc763aae600b429a3e,toml,tutorial-toml-part2,"['A', 'B', 'D']","['B', 'D', 'A']",1,1,"[['B', 'D', 'C', 'A']]","{'B': 1, 'D': 1, 'C': 1, 'A': 1}",{'C': 1},1
67a754a5c8614c52a939d87b,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,4,"[['C'], ['D'], ['B', 'A'], ['B', 'A']]","{'C': 1, 'D': 1, 'B': 2, 'A': 2}","{'D': 1, 'B': 2}",3
67a754a5c8614c52a939d87b,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'C', 'B', 'D']",1,1,"[['A', 'C']]","{'A': 1, 'C': 1}",{},0
60fce3df91350150e2e88423,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['B', 'C', 'D']",1,0,[],{},{},0
60fce3df91350150e2e88423,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'D', 'C']",1,1,"[['B', 'D']]","{'B': 1, 'D': 1}",{},0
67d29234dbfdb6668d124115,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['B', 'C', 'D']",1,2,"[['D', 'B', 'A'], ['B', 'A', 'C']]","{'D': 1, 'B': 2, 'A': 2, 'C': 1}",{'A': 2},2
67d29234dbfdb6668d124115,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'C', 'D']",1,1,"[['A', 'B']]","{'A': 1, 'B': 1}",{'A': 1},1
65cf6d8a589a67afcab54e6f,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,1,[['A']],{'A': 1},{},0
65cf6d8a589a67afcab54e6f,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'B', 'C', 'D']",1,0,[],{},{},0
672d98919cc177d28c204e76,json5,tutorial-json5-part1,"['C', 'D']","['D', 'C']",1,3,"[['A'], ['B', 'C'], ['B', 'D']]","{'A': 1, 'B': 2, 'C': 1, 'D': 1}","{'A': 1, 'B': 2}",3
672d98919cc177d28c204e76,json5,tutorial-json5-part2,"['A', 'B', 'C', 'D']","['B', 'D', 'C', 'A']",1,1,"[['B', 'D']]","{'B': 1, 'D': 1}",{},0
66b0d065329001a04e5ae671,json,tutorial-json-part1,['B'],['B'],1,2,"[['C', 'B', 'A'], ['A', 'B']]","{'C': 1, 'B': 2, 'A': 2}","{'C': 1, 'A': 2}",3
66b0d065329001a04e5ae671,json,tutorial-json-part2,['D'],['D'],1,0,[],{},{},0
67f1a4f8dd44e7cd5adffa29,json5,tutorial-json5-part1,['D'],['D'],1,3,"[['A', 'C', 'D'], ['A'], ['A', 'C']]","{'A': 3, 'C': 2, 'D': 1}","{'A': 3, 'C': 2}",5
67f1a4f8dd44e7cd5adffa29,json5,tutorial-json5-part2,"['A', 'B', 'C', 'D']","['A', 'B', 'C', 'D']",1,0,[],{},{},0
5e3b5fa9255e7a37bc841135,json,tutorial-json-part1,['B'],['B'],1,0,[],{},{},0
5e3b5fa9255e7a37bc841135,json,tutorial-json-part2,['D'],['D'],1,1,[['A']],{'A': 1},{'A': 1},1
677c52fe648cd68583dd3b1e,xml,tutorial-xml-part1,"['A', 'B']","['A', 'C', 'B']",0,5,"[['A'], ['C'], ['B'], ['D'], ['A', 'C', 'B']]","{'A': 2, 'C': 2, 'B': 2, 'D': 1}","{'C': 2, 'D': 1}",3
677c52fe648cd68583dd3b1e,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,2,"[['B', 'C'], ['B', 'A']]","{'B': 2, 'C': 1, 'A': 1}","{'C': 1, 'A': 1}",2
5d30dfa68b1523000134878f,json,tutorial-json-part1,['B'],['B'],1,3,"[['A', 'B', 'C', 'D'], ['A', 'B', 'D'], ['A', 'B']]","{'A': 3, 'B': 3, 'C': 1, 'D': 2}","{'A': 3, 'C': 1, 'D': 2}",6
5d30dfa68b1523000134878f,json,tutorial-json-part2,['D'],['D'],1,0,[],{},{},0
671a519900a99ebc15a67672,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['C', 'D', 'B']",1,0,[],{},{},0
671a519900a99ebc15a67672,yaml,tutorial-yaml-part2,"['B', 'C', 'D']","['B', 'D', 'C']",1,2,"[['B', 'C'], ['B', 'D']]","{'B': 2, 'C': 1, 'D': 1}",{},0
672ca6c0324ac26cdc0dd298,json5,tutorial-json5-part1,['D'],['D'],1,3,"[['C', 'A', 'D'], ['C', 'A'], ['D', 'B']]","{'C': 2, 'A': 2, 'D': 2, 'B': 1}","{'C': 2, 'A': 2, 'B': 1}",5
672ca6c0324ac26cdc0dd298,json5,tutorial-json5-part2,"['A', 'B', 'C', 'D']","['C', 'B', 'D', 'A']",1,2,"[['C'], ['C', 'B']]","{'C': 2, 'B': 1}",{},0
67d7fa657f5ac0292a291a38,hjson,tutorial-hjson-part1,"['A', 'C']","['C', 'A']",1,1,"[['C', 'D']]","{'C': 1, 'D': 1}",{'D': 1},1
67d7fa657f5ac0292a291a38,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'B', 'C', 'D']",1,3,"[['A', 'D'], ['C', 'B'], ['C', 'B']]","{'A': 1, 'D': 1, 'C': 2, 'B': 2}",{},0
677d185800ab83d1b0185d82,jsonc,tutorial-jsonc-part1,['B'],['B'],1,2,"[['C'], ['C', 'B', 'A', 'D']]","{'C': 2, 'B': 1, 'A': 1, 'D': 1}","{'C': 2, 'A': 1, 'D': 1}",4
677d185800ab83d1b0185d82,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']","['A', 'B', 'C', 'D']",1,1,[['A']],{'A': 1},{},0
5b68c9eb87af310001584803,json5,tutorial-json5-part1,['D'],['D'],1,2,"[['A', 'D'], ['A']]","{'A': 2, 'D': 1}",{'A': 2},2
5b68c9eb87af310001584803,json5,tutorial-json5-part2,"['A', 'B', 'C', 'D']","['B', 'C', 'D', 'A']",1,1,[['D']],{'D': 1},{},0
6784ff2095dd9b97e969b01f,jsonc,tutorial-jsonc-part1,['B'],['D'],0,5,"[['A'], ['A', 'B'], ['A', 'D'], ['A', 'D', 'B'], ['D']]","{'A': 4, 'B': 2, 'D': 3}","{'A': 4, 'D': 3}",7
6784ff2095dd9b97e969b01f,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']",['C'],0,5,"[['A', 'C'], ['A'], ['A'], ['A'], ['C']]","{'A': 4, 'C': 2}",{},0
67eff2b1a264260e948a4d14,xml,tutorial-xml-part1,"['A', 'B']","['A', 'B']",1,1,"[['A', 'B', 'D']]","{'A': 1, 'B': 1, 'D': 1}",{'D': 1},1
67eff2b1a264260e948a4d14,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,2,"[['D', 'A', 'B'], ['D', 'A']]","{'D': 2, 'A': 2, 'B': 1}",{'A': 2},2
5ecc71c95c92c2000a9e9a19,jsonc,tutorial-jsonc-part1,['B'],['B'],1,1,"[['A', 'B']]","{'A': 1, 'B': 1}",{'A': 1},1
5ecc71c95c92c2000a9e9a19,jsonc,tutorial-jsonc-part2,"['A', 'B', 'C', 'D']",['D'],0,5,"[['A', 'B'], ['A'], ['B'], ['C'], ['D']]","{'A': 2, 'B': 2, 'C': 1, 'D': 1}",{},0
61267b828ead584bcf092e35,hjson,tutorial-hjson-part1,"['A', 'C']","['A', 'C']",1,0,[],{},{},0
61267b828ead584bcf092e35,hjson,tutorial-hjson-part2,"['A', 'B', 'C', 'D']","['A', 'D', 'B', 'C']",1,3,"[['B', 'D'], ['A', 'C'], ['A', 'D']]","{'B': 1, 'D': 2, 'A': 2, 'C': 1}",{},0
6501c0a2e788b5556c24569d,xml,tutorial-xml-part1,"['A', 'B']","['A', 'B']",1,0,[],{},{},0
6501c0a2e788b5556c24569d,xml,tutorial-xml-part2,"['B', 'D']","['B', 'D']",1,2,"[['B', 'D', 'C', 'A'], ['B', 'D', 'A']]","{'B': 2, 'D': 2, 'C': 1, 'A': 2}","{'C': 1, 'A': 2}",3
637d8ca00150ac6e71a34ec9,yaml,tutorial-yaml-part1,"['B', 'C', 'D']","['C', 'B', 'D']",1,1,"[['C', 'A', 'B', 'D']]","{'C': 1, 'A': 1, 'B': 1, 'D': 1}",{'A': 1},1
