participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash,parameters_language,parameters_imagePath,parameters_type,parameters_tabular
"3b4c7a8a-846a-44c5-9223-932acef771eb","tutorial-json5-part1","6","quiz-json5-part1","completed","undefined","undefined","93.55","undefined","","Please scroll down to the bottom of the tutorial section and look at the exercise questions. Select all the answers that are correctly written in JSON5.","D","[""D""]","undefined","undefined","2025-04-29T12:15:52.938Z","2025-04-29T12:17:58.638Z","125700","125700","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","tutorial-json5-part2","7","quiz-json5-part2","completed","undefined","undefined","93.55","undefined","","Please scroll down to the bottom of the tutorial section and look at the exercise questions. Select all the answers that are correctly written in JSON5.","A,B,C,D","[""A"",""B"",""C"",""D""]","undefined","undefined","2025-04-29T12:17:58.775Z","2025-04-29T12:18:12.307Z","13532","13532","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-1","8","reading-task-tabular-json5_q1","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","1. What is the final exam grade for Bob?","9","undefined","undefined","undefined","2025-04-29T12:18:12.396Z","2025-04-29T12:23:40.149Z","327753","40531","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-1","8","reading-task-tabular-json5","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-04-29T12:18:12.396Z","2025-04-29T12:23:40.149Z","327753","40531","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","9","difficulty","completed","undefined","undefined","93.55","undefined","undefined","How difficult was this question?","7","undefined","undefined","undefined","2025-04-29T12:23:40.357Z","2025-04-29T12:23:47.617Z","7260","7260","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","9","confidence","completed","undefined","undefined","93.55","undefined","undefined","How confident are you in your answer?","1","undefined","undefined","undefined","2025-04-29T12:23:40.357Z","2025-04-29T12:23:47.617Z","7260","7260","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-2","10","reading-task-tabular-json5_q2","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","2. Which quiz did Alice achieve the highest grade on?","quiz2","undefined","undefined","undefined","2025-04-29T12:23:47.707Z","2025-04-29T12:24:04.266Z","16559","16559","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-2","10","reading-task-tabular-json5","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-04-29T12:23:47.707Z","2025-04-29T12:24:04.266Z","16559","16559","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","11","difficulty","completed","undefined","undefined","93.55","undefined","undefined","How difficult was this question?","5","undefined","undefined","undefined","2025-04-29T12:24:04.404Z","2025-04-29T12:24:08.977Z","4573","4573","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","11","confidence","completed","undefined","undefined","93.55","undefined","undefined","How confident are you in your answer?","2","undefined","undefined","undefined","2025-04-29T12:24:04.404Z","2025-04-29T12:24:08.977Z","4573","4573","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-3","12","reading-task-tabular-json5_q3","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","3. How many quizzes has Bob taken in total, including the midterm and final exam?","4","undefined","undefined","undefined","2025-04-29T12:24:09.069Z","2025-04-29T12:24:49.867Z","40798","40798","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-3","12","reading-task-tabular-json5","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-04-29T12:24:09.069Z","2025-04-29T12:24:49.867Z","40798","40798","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","13","difficulty","completed","undefined","undefined","93.55","undefined","undefined","How difficult was this question?","5","undefined","undefined","undefined","2025-04-29T12:24:50.033Z","2025-04-29T12:24:53.649Z","3616","3616","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","13","confidence","completed","undefined","undefined","93.55","undefined","undefined","How confident are you in your answer?","4","undefined","undefined","undefined","2025-04-29T12:24:50.033Z","2025-04-29T12:24:53.649Z","3616","3616","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-4","14","reading-task-tabular-json5_q4","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","4. Which student participates in two different sports?","Bob","undefined","undefined","undefined","2025-04-29T12:24:53.737Z","2025-04-29T12:25:20.287Z","26550","26550","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-4","14","reading-task-tabular-json5","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-04-29T12:24:53.737Z","2025-04-29T12:25:20.287Z","26550","26550","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","15","difficulty","completed","undefined","undefined","93.55","undefined","undefined","How difficult was this question?","2","undefined","undefined","undefined","2025-04-29T12:25:20.427Z","2025-04-29T12:25:24.071Z","3644","3644","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","15","confidence","completed","undefined","undefined","93.55","undefined","undefined","How confident are you in your answer?","6","undefined","undefined","undefined","2025-04-29T12:25:20.427Z","2025-04-29T12:25:24.071Z","3644","3644","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-5","16","reading-task-tabular-json5_q5","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","5. Which students have not been absent from any quizzes, including the midterm and final exams? List all that apply.","Bob,Alice","undefined","undefined","undefined","2025-04-29T12:25:24.164Z","2025-04-29T12:26:03.447Z","39283","39283","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","reading-task-tabular-json5-5","16","reading-task-tabular-json5","completed","undefined","undefined","93.55","reading task with tabular data","Please read the data in code editor and answer the following questions. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-04-29T12:25:24.164Z","2025-04-29T12:26:03.447Z","39283","39283","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","reading","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","17","difficulty","completed","undefined","undefined","93.55","undefined","undefined","How difficult was this question?","4","undefined","undefined","undefined","2025-04-29T12:26:03.611Z","2025-04-29T12:26:06.995Z","3384","3384","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","17","confidence","completed","undefined","undefined","93.55","undefined","undefined","How confident are you in your answer?","5","undefined","undefined","undefined","2025-04-29T12:26:03.611Z","2025-04-29T12:26:06.995Z","3384","3384","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","writing-task-tabular-json5","18","code","completed","undefined","undefined","93.55","writing task with tabular data","Please refer to the data structure shown in the figure and convert it into JSON5 format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","Please type at least 20 characters to pass the validation.","{
    ""glossary"": {
        ""title"": ""example"",
		""Div"": {
			""List"": {
                ""Patient"": {
					""Name"": ""John"",
					""Test"": {
                        ""id"": ""1"",
						""result"": ""Normal""
                    },
                    ""Test"": {
                        ""id"": ""2"",
						""result"": ""Elevated Cholestorol""
                    }
                ""Patient"": {
					""Name"": ""Michael"",
					""Test"": {
                        ""id"": ""1"",
						""result"": ""Normal""
                    },
                    ""Treatment"": ""Regular Monitoring"",
					
                }
            }
        }
    }
}","undefined","undefined","undefined","2025-04-29T12:26:07.079Z","2025-04-29T12:32:47.199Z","400120","353164","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","a-usability-study-tabular/assets/tasks/fig/tabular_write.png","writing","false"
"3b4c7a8a-846a-44c5-9223-932acef771eb","writing-task-tabular-json5","18","error","completed","undefined","undefined","93.55","writing task with tabular data","Please refer to the data structure shown in the figure and convert it into JSON5 format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","","{
    ""glossary"": {
        ""title"": ""example"",
		""Div"": {
			""List"": {
                ""Patient"": {
					""Name"": ""John"",
					""Test"": {
                        ""id"": ""1"",
						""result"": ""Normal""
                    },
                    ""Test"": {
                        ""id"": ""2"",
						""result"": ""Elevated Cholestorol""
                    }
                ""Patient"": {
					""Name"": ""Michael"",
					""Test"": {
                        ""id"": ""1"",
						""result"": ""Normal""
                    },
                    ""Treatment"": ""Regular Monitoring"",
					
                }
            }
        }
    }
}","undefined","undefined","undefined","2025-04-29T12:26:07.079Z","2025-04-29T12:32:47.199Z","400120","353164","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","a-usability-study-tabular/assets/tasks/fig/tabular_write.png","writing","false"
"3b4c7a8a-846a-44c5-9223-932acef771eb","writing-task-tabular-json5","18","writing-task-tabular-json5","completed","undefined","undefined","93.55","writing task with tabular data","Please refer to the data structure shown in the figure and convert it into JSON5 format. If needed, click the top-right help button to review syntax rules.(Please do not use any AI-assisted tools to complete the task.Please type your answer manually. Responses entered by copying and pasting into the code editor will not be considered complete and will not be eligible for compensation. To prevent accidental submissions from being marked as incomplete, a minimum input requirement has been set.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-04-29T12:26:07.079Z","2025-04-29T12:32:47.199Z","400120","353164","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","a-usability-study-tabular/assets/tasks/fig/tabular_write.png","writing","false"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","19","difficulty","completed","undefined","undefined","93.55","undefined","undefined","How difficult was this question?","7","undefined","undefined","undefined","2025-04-29T12:32:47.398Z","2025-04-29T12:32:51.837Z","4439","4439","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","post-task-question","19","confidence","completed","undefined","undefined","93.55","undefined","undefined","How confident are you in your answer?","1","undefined","undefined","undefined","2025-04-29T12:32:47.398Z","2025-04-29T12:32:51.837Z","4439","4439","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","undefined","undefined","undefined","undefined"
"3b4c7a8a-846a-44c5-9223-932acef771eb","modifying-task-tabular-json5-1","20","modifying-task-tabular-json5","completed","undefined","undefined","93.55","modifying task with tabular data","Please modify the JSON5 data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","Are you sure to submit your answer?","Yes","Yes","undefined","undefined","2025-04-29T12:32:51.929Z","2025-04-29T12:34:35.502Z","103573","103573","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","modifying","true"
"3b4c7a8a-846a-44c5-9223-932acef771eb","modifying-task-tabular-json5-1","20","code","completed","undefined","undefined","93.55","modifying task with tabular data","Please modify the JSON5 data in the code editor according to the requirements listed in the sidebar. (If needed, click the top-right help button to review syntax rules.)","undefined","{
    movies: {
        movie: [
            {
                title: 'After Dark in Central Park',
                year: 1900,
                cast: [],
                genres: [
                    'Silent',
                    'Short'
                ],
                href: null,
                country: 'United States',
                runtime: 3,
                language: 'Silent',
                release_date: '1900-03-15',
                production_company: 'Edison Manufacturing Company',
                director: 'James H. White',
                writer: 'James H. White',
                cinematography: 'Unknown',
                budget: 500,
                box_office: null,
                awards: []
            },
            {
                title: ""Boarding School Girls' Pajama Parade"",
                year: 1900,
                cast: [],
                genres: [
                    'Silent',
                    'Short'
                ],
                href: null,
                country: 'United States',
                runtime: 2,
                language: 'Silent',
                release_date: '1900-05-10',
                production_company: 'Edison Manufacturing Company',
                director: 'James H. White',
                writer: 'James H. White',
                cinematography: 'Unknown',
                budget: 450,
                box_office: null,
                awards: []
            },
            {
                title: ""Buffalo Bill's Wild West Parade"",
                year: 1900,
                cast: [
                    'Buffalo Bill (William F. Cody)'
                ],
                genres: [
                    'Documentary'
                ],
                href: null,
                country: 'United States',
                runtime: 5,
                language: 'Silent',
                release_date: '1900-07-04',
                production_company: 'Edison Manufacturing Company',
                director: 'Unknown',
                writer: 'Unknown',
                cinematography: 'Unknown',
                budget: 600,
                box_office: null,
                awards: []
            },
            {
                title: 'Caught',
                year: 1900,
                cast: [],
                genres: [
                    'Drama'
                ],
                href: null,
                country: 'United States',
                runtime: 2,
                language: 'Silent',
                release_date: '1900-02-20',
                production_company: 'Biograph Company',
                director: 'William Heise',
                writer: 'William Heise',
                cinematography: 'Unknown',
                budget: 400,
                box_office: null,
                awards: []
            },
            {
                title: 'Clowns Spinning Hats',
                year: 1900,
                cast: [
                    'Unknown Clowns'
                ],
                genres: [
                    'Silent',
                    'Comedy'
                ],
                href: 'Clowns_Spinning_Hats',
                extract: 'Clowns Spinning Hats is a black-and-white silent film featuring clowns throwing hats back and forth to each other. It was written and produced by Lubin Films and released April 7, 1900.',
                country: 'United States',
                runtime: 3,
                language: 'Silent',
                release_date: '1900-04-07',
                production_company: 'Lubin Films',
                director: 'Unknown',
                writer: 'Unknown',
                cinematography: 'Unknown',
                budget: 500,
                box_office: null,
                awards: []
            },
            {
                title: 'The Enchanted Drawing',
                year: 1900,
                cast: [
                    'J. Stuart Blackton'
                ],
                genres: [
                    'Silent',
                    'Animation'
                ],
                href: 'The_Enchanted_Drawing',
                extract: 'The Enchanted Drawing is a 1900 silent film directed by J. Stuart Blackton. It is best known for containing the first animated sequences recorded on standard picture film, which has led Blackton to be considered the father of American animation.',
                thumbnail_width: 320,
                thumbnail_height: 240,
                country: 'United States',
                runtime: 2,
                language: 'Silent',
                release_date: '1900-11-16',
                production_company: 'Vitagraph Studios',
                director: 'J. Stuart Blackton',
                writer: 'J. Stuart Blackton',
                cinematography: 'Unknown',
                budget: 700,
                box_office: null,
                awards: []
            },
            {
                title: 'Feeding Sea Lions',
                year: 1900,
                cast: [
                    'Paul Boyton'
                ],
                genres: [
                    'Short',
                    'Silent'
                ],
                href: 'Feeding_Sea_Lions',
                extract: 'Feeding Sea Lions is a short silent film featuring Paul Boyton feeding sea lions at his Sea Lion Park at Coney Island. Boyton is shown feeding the trained sea lions, twelve in number. The sea lions follow Boyton up the steps of the pool and then follow him back into the water. One of them steals food out of the basket. The film was made by Lubin Studios on March 10, 1900.',
                country: 'United States',
                runtime: 3,
                language: 'Silent',
                release_date: '1900-03-10',
                production_company: 'Lubin Studios',
                director: 'Unknown',
                writer: 'Unknown',
                cinematography: 'Unknown',
                budget: 450,
                box_office: null,
                awards: []
            },
            {
                title: 'A Trip to the Moon',
                year: 1902,    // This movie was released after 1900.
                cast: [
                    'Georges Méliès'
                ],
                genres: [
                    'Sci-Fi',
                    'Adventure'
                ],
                href: 'A_Trip_to_the_Moon',
                extract: 'A Trip to the Moon (French: Le Voyage dans la Lune) is a 1902 French silent film directed by Georges Méliès. It is widely regarded as the first science fiction film ever made.',
                thumbnail_width: 320,
                thumbnail_height: 240,
                country: 'France',
                runtime: 14,
                language: 'Silent',
                release_date: '1902-09-01',
                production_company: 'Star Film Company',
                director: 'Georges Méliès',
                writer: 'Georges Méliès',
                cinematography: 'Georges Méliès',
                budget: 10000,
                box_office: 20000,
                awards: [
                    'Considered a milestone in cinema history'
                ]
            },
            {
                title: 'The Great Train Robbery',
                year: 1903,    // This movie was released after 1900.
                cast: [
                    'Gilbert M. Anderson',
                    'A. C. Abadie'
                ],
                genres: [
                    'Western',
                    'Action'
                ],
                href: 'The_Great_Train_Robbery',
                extract: 'The Great Train Robbery is a 1903 American silent short film directed by Edwin S. Porter. It is considered one of the earliest narrative films.',
                thumbnail_width: 320,
                thumbnail_height: 240,
                country: 'United States',
                runtime: 12,
                language: 'Silent',
                release_date: '1903-12-01',
                production_company: 'Edison Manufacturing Company',
                director: 'Edwin S. Porter',
                writer: 'Edwin S. Porter',
                cinematography: 'Edwin S. Porter',
                budget: 150,
                box_office: 5000,
                awards: [
                    'One of the earliest crime films'
                ]
            }
        ]
    }
}","undefined","undefined","undefined","2025-04-29T12:32:51.929Z","2025-04-29T12:34:35.502Z","103573","103573","c35895941dd3a0594a7beddbee73b8646bd43b90680461d122a914e3c7af54a4","json5","null","modifying","true"
