participantId,format,quiz_key,num_wrong_attempts,wrong_choice_count,correct,task
62d6d87d91cf24a3c1c0f10c,hjson,tutorial-hjson,3,3,1.0,tutorial_quiz
62d7fef5538b81f205ba4656,xml,tutorial-xml,3,3,1.0,tutorial_quiz
63af557b3d4f219c3226b7d6,yaml,tutorial-yaml,3,3,1.0,tutorial_quiz
645b519f108c046164a6d232,yaml,tutorial-yaml,2,2,1.0,tutorial_quiz
651b29ff3a6cadf518640abe,xml,tutorial-xml,7,7,1.0,tutorial_quiz
65298aca34ac384b783169d4,jsonc,tutorial-jsonc,2,1,1.0,tutorial_quiz
6554e79557e3d6be08e32ceb,yaml,tutorial-yaml,0,0,1.0,tutorial_quiz
65583ffa38bfc41805a553cd,hjson,tutorial-hjson,5,0,0.5,tutorial_quiz
659960f32faa4ff4b116de92,toml,tutorial-toml,5,5,1.0,tutorial_quiz
65e85a421f2dee53c62fbf45,json5,tutorial-json5,9,5,1.0,tutorial_quiz
65f4ab7884f8411c9e11a34e,json5,tutorial-json5,2,2,1.0,tutorial_quiz
65fad6c874ac75642ffc254b,hjson,tutorial-hjson,9,5,0.5,tutorial_quiz
65fae23bd06ae76bcc297e8b,hjson,tutorial-hjson,6,9,0.5,tutorial_quiz
65fb13bebfa339f73b4cf76a,jsonc,tutorial-jsonc,10,5,0.5,tutorial_quiz
65fb236a5a78fcf672df7469,json,tutorial-json,1,1,1.0,tutorial_quiz
65feaaac53eb219f09ad5ea0,toml,tutorial-toml,2,0,1.0,tutorial_quiz
660eafee7515c432e850362d,hjson,tutorial-hjson,3,2,1.0,tutorial_quiz
66311bae532a469f4858933e,toml,tutorial-toml,2,1,1.0,tutorial_quiz
6647e8618c77f7b938865d25,json5,tutorial-json5,5,0,1.0,tutorial_quiz
664e413a5f3eb7f99d90e15b,json,tutorial-json,3,6,1.0,tutorial_quiz
66684beba2a2d24645a6d782,jsonc,tutorial-jsonc,7,3,1.0,tutorial_quiz
66684d30d1a0d64a3a348c82,yaml,tutorial-yaml,5,3,0.5,tutorial_quiz
666b0b42bb6fa2822fa27a32,json5,tutorial-json5,10,11,0.0,tutorial_quiz
6680d2279263349cc005956a,json,tutorial-json,1,1,1.0,tutorial_quiz
6682a94b061954ae8483fb08,toml,tutorial-toml,0,0,1.0,tutorial_quiz
66912d7bf9d35c08f6919958,json,tutorial-json,1,1,1.0,tutorial_quiz
6691809035e52ca9b2b0f39a,yaml,tutorial-yaml,5,4,0.5,tutorial_quiz
669284eabea5b8c9655927da,yaml,tutorial-yaml,6,6,0.5,tutorial_quiz
6693ce87e76d32ccf07fbcd8,xml,tutorial-xml,1,1,1.0,tutorial_quiz
6693d3ae2bd15cf7a058e6a7,json5,tutorial-json5,1,1,1.0,tutorial_quiz
66ec8f7ce843d25227820f97,hjson,tutorial-hjson,7,4,0.5,tutorial_quiz
6708da9c62672d0fe65b6683,jsonc,tutorial-jsonc,6,8,0.5,tutorial_quiz
670f9ddb0e32533c222c3031,json,tutorial-json,3,3,1.0,tutorial_quiz
67153c0d669d191ab273b865,yaml,tutorial-yaml,5,5,0.5,tutorial_quiz
6715c7aedee148c65c10509c,yaml,tutorial-yaml,7,6,0.5,tutorial_quiz
67176f0792ed8c4064f61a2c,json,tutorial-json,2,3,1.0,tutorial_quiz
6717980047b565ab5b849317,hjson,tutorial-hjson,10,3,0.0,tutorial_quiz
671bdd06525adeea062a1d73,json,tutorial-json,2,3,1.0,tutorial_quiz
671e39c25e5e3f340a6f21d4,jsonc,tutorial-jsonc,10,8,0.0,tutorial_quiz
6723422d5f63c70998014b03,jsonc,tutorial-jsonc,5,0,0.5,tutorial_quiz
672b5998daafdbf9c43a531b,jsonc,tutorial-jsonc,10,11,0.5,tutorial_quiz
672f51ea346fba23ddd5a793,xml,tutorial-xml,6,6,1.0,tutorial_quiz
6735b2a6112cf17b7b8df8d1,jsonc,tutorial-jsonc,7,4,1.0,tutorial_quiz
6738d09a032bf7224008ce7e,yaml,tutorial-yaml,5,5,1.0,tutorial_quiz
67406c1303bd39d206ff2b50,xml,tutorial-xml,0,0,1.0,tutorial_quiz
674f479b2a4ef75e4551f258,json5,tutorial-json5,8,4,0.5,tutorial_quiz
675330fb23080b9ae3ec8239,json5,tutorial-json5,10,6,0.0,tutorial_quiz
675aaf0eb1b401136f37c475,json,tutorial-json,5,11,0.5,tutorial_quiz
67792abbab2fa21bf3644c09,hjson,tutorial-hjson,8,3,1.0,tutorial_quiz
677f8968bbb08bc37c8d2a4b,xml,tutorial-xml,4,3,1.0,tutorial_quiz
678526627e48ded12935af38,yaml,tutorial-yaml,4,3,1.0,tutorial_quiz
67895b7d6400163124042af7,jsonc,tutorial-jsonc,10,5,0.5,tutorial_quiz
678a94ff1cf9f0775cb89e69,hjson,tutorial-hjson,10,3,0.5,tutorial_quiz
678faf5b31008609fd85b185,json5,tutorial-json5,6,6,0.5,tutorial_quiz
67a8fa10b4db1990f7372f01,json5,tutorial-json5,6,1,0.5,tutorial_quiz
67ab1d683813ed19603e1030,yaml,tutorial-yaml,5,2,1.0,tutorial_quiz
67aca6831f2b0b79416bdb6c,xml,tutorial-xml,12,7,0.5,tutorial_quiz
67b8636acd5ed420cc098b64,toml,tutorial-toml,3,4,1.0,tutorial_quiz
67bf5ad9c5a4637861cfd21e,toml,tutorial-toml,6,3,0.5,tutorial_quiz
67c045fa5074c5500ca40e76,xml,tutorial-xml,3,3,1.0,tutorial_quiz
67c1dd323984fa84ae83e162,jsonc,tutorial-jsonc,8,4,0.5,tutorial_quiz
67c6ed1e12728e4fe7a1edf6,jsonc,tutorial-jsonc,1,1,1.0,tutorial_quiz
67caa7fe00179edfb74d3e1a,json5,tutorial-json5,9,7,0.5,tutorial_quiz
67d0088c269b3e96d9ba6019,hjson,tutorial-hjson,5,1,1.0,tutorial_quiz
67d0251c804fc17732eb948a,toml,tutorial-toml,3,3,1.0,tutorial_quiz
67d03135f855dd0ff0994265,toml,tutorial-toml,2,2,1.0,tutorial_quiz
67d11644421446068e1fec14,toml,tutorial-toml,9,9,0.5,tutorial_quiz
67d13a1ec91ae2216896de44,json,tutorial-json,7,10,1.0,tutorial_quiz
67d1cc8044430e99a7d91b4a,toml,tutorial-toml,4,6,1.0,tutorial_quiz
67d24179c5bd87691f1fe036,yaml,tutorial-yaml,4,4,1.0,tutorial_quiz
67d2a409ab3638e33fc417b9,hjson,tutorial-hjson,10,4,1.0,tutorial_quiz
67d2eaf9d5996dc6be1c7072,xml,tutorial-xml,1,2,1.0,tutorial_quiz
67da5ae29f57419143d2b99a,jsonc,tutorial-jsonc,6,10,1.0,tutorial_quiz
67e0333064ddada0e2fc6f1e,yaml,tutorial-yaml,6,5,1.0,tutorial_quiz
67f0d86fabc081fdc410e828,yaml,tutorial-yaml,1,0,1.0,tutorial_quiz
67f4ea448eb6a2b293c1f2fc,json,tutorial-json,4,6,1.0,tutorial_quiz
67f66486e35051403284eb5e,xml,tutorial-xml,3,3,1.0,tutorial_quiz
680ebf035ab59d342f31726e,hjson,tutorial-hjson,6,0,0.5,tutorial_quiz
681374d36d7bd7ccb6f914f5,json5,tutorial-json5,4,5,1.0,tutorial_quiz
68138e7f96395f4c5f3a0a87,json,tutorial-json,3,7,1.0,tutorial_quiz
6818ca1523ece90f671e3601,json,tutorial-json,9,9,0.5,tutorial_quiz
