participantId,q7,q8,q9,q12,q13,q14,q10,q11,format,q10_months,q10_years
6787e4bd2bf9557a90208f03,it was an interesting study,Nothing much,Master's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Heard of it but never used', 'JSON5': 'Not familiar at all', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Somewhat familiar,yaml,0.0,0.0
5e8a5a892f6f027054a83d88,,,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Used it a few times', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",2.0,Not familiar at all,toml,2.0,0.17
67e4920c40c9561040ca01d0,no,nothing,Master's,"{'JSON': 'Comfortable using it', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Comfortable using it', 'YAML': 'Comfortable using it', 'TOML': 'Comfortable using it', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",18.0,Somewhat familiar,xml,18.0,1.5
615200d54efc832849db2259,No,No,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Used it a few times', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",20.0,Somewhat familiar,json,20.0,1.67
67f184a3b82990251abd1592,I was a bit frustrated since I was working with a novel YAML language which is unfamiliar.,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Heard of it but never used', 'YAML': 'Not familiar at all', 'TOML': 'Heard of it but never used', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",24.0,Somewhat familiar,yaml,24.0,2.0
67bf88cc763aae600b429a3e,"I got a little lost in the instructions, I'm not familiar with programming at all, but I did my best.","I'm sorry for the performance, but I did my best.",Master's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,toml,0.0,0.0
67a754a5c8614c52a939d87b,,,Bachelor's,"{'JSON': 'Comfortable using it', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Used it a few times', 'YAML': 'Comfortable using it', 'TOML': 'Used it a few times', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",60.0,Very familiar,hjson,60.0,5.0
60fce3df91350150e2e88423,,,Certificate Program ,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Used it a few times', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,yaml,0.0,0.0
67d29234dbfdb6668d124115,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",2.0,Not familiar at all,yaml,2.0,0.17
65cf6d8a589a67afcab54e6f,I don't have any specific information about my answer. I found the tasks straightforward and very easy to complete because of my programming background.,Everything went fine and I didn't face any technical issues. Thanks.,Bachelor's,"{'JSON': 'Expert', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Expert', 'YAML': 'Expert', 'TOML': 'Expert', 'XML': 'Expert'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",204.0,Very familiar,hjson,204.0,17.0
672d98919cc177d28c204e76,,,Bachelor's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,json5,0.0,0.0
66b0d065329001a04e5ae671,no thanks,no thanks,High School,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Somewhat familiar,json,0.0,0.0
67f1a4f8dd44e7cd5adffa29,"No. I think I did everything fine, but I had to rush in some due to time. ","The study was enegaging and fun, but needed more time",Master's,"{'JSON': 'Expert', 'JSONC': 'Comfortable using it', 'JSON5': 'Expert', 'HJSON': 'Comfortable using it', 'YAML': 'Comfortable using it', 'TOML': 'Comfortable using it', 'XML': 'Expert'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",48.0,Very familiar,json5,48.0,4.0
5e3b5fa9255e7a37bc841135,,nothing,Master's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,json,0.0,0.0
677c52fe648cd68583dd3b1e,,,Master's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Heard of it but never used', 'JSON5': 'Not familiar at all', 'HJSON': 'Used it a few times', 'YAML': 'Heard of it but never used', 'TOML': 'Used it a few times', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",18.0,Somewhat familiar,xml,18.0,1.5
5d30dfa68b1523000134878f,"Nothing really much to add here, I just followed the instructions to the best of my ability while keeping in mind about the syntax.",N/A,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",1.0,Somewhat familiar,json,1.0,0.08
671a519900a99ebc15a67672,,,High School,"{'JSON': 'Heard of it but never used', 'JSONC': 'Used it a few times', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Used it a few times', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",38.0,Somewhat familiar,yaml,38.0,3.17
672ca6c0324ac26cdc0dd298,,,Master's,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Heard of it but never used'}",['Prefer not to say.'],"['No, I do not have any related conditions.']",14.0,Somewhat familiar,json5,14.0,1.17
67d7fa657f5ac0292a291a38,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Heard of it but never used', 'YAML': 'Comfortable using it', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",3.0,Somewhat familiar,hjson,3.0,0.25
677d185800ab83d1b0185d82,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",56.0,Somewhat familiar,jsonc,56.0,4.67
5b68c9eb87af310001584803,,none,Bachelor's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",2.0,Somewhat familiar,json5,2.0,0.17
6784ff2095dd9b97e969b01f,not at all,Awesome study,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",3.0,Somewhat familiar,jsonc,3.0,0.25
